"","X","text"
"1876",172,"which will perhaps express the meaning better: ""They live ill who are always beginning to live."" You are right in asking why; the saying certainly stands in need of a commentary. It is because the life of such persons is always incomplete. But a man cannot stand prepared for the approach of death if he has just begun to live. We must make it our aim already to have lived long enough. No one deems that he has done so"
"1877",172,"if he is just on the point of planning his life. You need not think that there are few of this kind; practically everyone is of such a stamp. Some men"
"1878",172,"indeed"
"1879",172,"only begin to live when it is time for them to leave off living. And if this seems surprising to you"
"1880",172,"I shall add that which will surprise you still more: Some men have left off living before they have begun. Farewell."
"1881",173,"XXIV. On Despising Death"
"1882",174,"You write me that you are anxious about the result of a lawsuit"
"1883",174,"with which an angry opponent is threatening you; and you expect me to advise you to picture to yourself a happier issue"
"1884",174,"and to rest in the allurements of hope. Why"
"1885",174,"indeed"
"1886",174,"is it necessary to summon trouble"
"1887",174,"– which must be endured soon enough when it has once arrived"
"1888",174,"– or to anticipate trouble and ruin the present through fear of the future? It is indeed foolish to be unhappy now because you may be unhappy at some future time. But I shall conduct you to peace of mind by another route: if you would put off all worry"
"1889",174,"assume that what you fear may happen will certainly happen in any event; whatever the trouble may be"
"1890",174,"measure it in your own mind"
"1891",174,"and estimate the amount of your fear. You will thus understand that what you fear is either insignificant or short-lived. And you need not spend a long time in gathering illustrations which will strengthen you; every epoch has produced them. Let your thoughts travel into any era of Roman or foreign history"
"1892",174,"and there will throng before you notable examples of high achievement or of high endeavour."
"1893",175,"If you lose this case"
"1894",175,"can anything more severe happen to you than being sent into exile or led to prison? Is there a worse fate that any man may fear than being burned or being killed? Name such penalties one by one"
"1895",175,"and mention the men who have scorned them; one does not need to hunt for them"
"1896",175,"– it is simply a matter of selection. Sentence of conviction was borne by Rutilius as if the injustice of the decision were the only thing which annoyed him. Exile was endured by Metellus with courage"
"1897",175,"by Rutilius even with gladness; for the former consented to come back only because his country called him; the latter refused to return when Sulla summoned him"
"1898",175,"– and nobody in those days said ""No"" to Sulla! Socrates in prison discoursed"
"1899",175,"and declined to flee when certain persons gave him the opportunity; he remained there"
"1900",175,"in order to free mankind from the fear of two most grievous things"
"1901",175,"death and imprisonment. Mucius put his hand into the fire. It is painful to be burned; but how much more painful to inflict such suffering upon oneself! Here was a man of no learning"
"1902",175,"not primed to face death and pain by any words of wisdom"
"1903",175,"and equipped only with the courage of a soldier"
"1904",175,"who punished himself for his fruitless daring; he stood and watched his own right hand falling away piecemeal on the enemy's brazier"
"1905",175,"nor did he withdraw the dissolving limb"
"1906",175,"with its uncovered bones"
"1907",175,"until his foe removed the fire. He might have accomplished something more successful in that camp"
"1908",175,"but never anything more brave. See how much keener a brave man is to lay hold of danger than a cruel man is to inflict it: Porsenna was more ready to pardon Mucius for wishing to slay him than Mucius to pardon himself for failing to slay Porsenna!"
"1909",176,"""Oh"
"1910",176,""" say you"
"1911",176,"""those stories have been droned to death in all the schools; pretty soon"
"1912",176,"when you reach the topic 'On Despising Death"
"1913",176,"' you will be telling me about Cato."" But why should I not tell you about Cato"
"1914",176,"how he read Plato's book on that last glorious night"
"1915",176,"with a sword laid at his pillow? He had provided these two requisites for his last moments"
"1916",176,"– the first"
"1917",176,"that he might have the will to die"
"1918",176,"and the second"
"1919",176,"that he might have the means. So he put his affairs in order"
"1920",176,"– as well as one could put in order that which was ruined and near its end"
"1921",176,"– and thought that he ought to see to it that no one should have the power to slay or the good fortune to save Cato. Drawing the sword"
"1922",176,"– which he had kept unstained from all bloodshed against the final day"
"1923",176,"– he cried: ""Fortune"
"1924",176,"you have accomplished nothing by resisting all my endeavours. I have fought"
"1925",176,"till now"
"1926",176,"for my country's freedom"
"1927",176,"and not for my own"
"1928",176,"I did not strive so doggedly to be free"
"1929",176,"but only to live among the free. Now"
"1930",176,"since the affairs of mankind are beyond hope"
"1931",176,"let Cato be withdrawn to safety."" So saying"
"1932",176,"he inflicted a mortal wound upon his body. After the physicians had bound it up"
"1933",176,"Cato had less blood and less strength"
"1934",176,"but no less courage; angered now not only at Caesar but also at himself"
"1935",176,"he rallied his unarmed hands against his wound"
"1936",176,"and expelled"
"1937",176,"rather than dismissed"
"1938",176,"that noble soul which had been so defiant of all worldly power."
"1939",177,"I am not now heaping up these illustrations for the purpose of exercising my wit"
"1940",177,"but for the purpose of encouraging you to face that which is thought to be most terrible. And I shall encourage you all the more easily by showing that not only resolute men have despised that moment when the soul breathes its last"
"1941",177,"but that certain persons"
"1942",177,"who were craven in other respects"
